Card_Number,Outlet_Number,Terminal_ID,Transaction_Date,Transaction_Currency,Transaction_Amount
4.41915533481349E+018,2839952596,4AYUGQHU,2024031923:13:09,504,5202.16
4507578335106881,6466266600,B02TF9LL,2024030811:27:55,504,4848.25
2287514776843559,780187113,KHU0PY9C,2024031014:44:44,504,7459.06
676294803140,9002920270,U67HI93Y,2024031017:50:22,504,2457.76
4842251190381106,4300559112,95ILUYGV,2024031603:27:03,504,6970.45
2713645333929103,817748694,K1KTB2UZ,2024031016:12:51,504,3756.41
639051023427,5215296919,BQWLJUVN,2024030815:55:10,504,9471.98
341565589119239,6461086876,68EEJB97,2024030723:32:14,504,7179.3
4522089515299,1999366735,DPXE2IIO,2024030108:11:32,504,842.74
30500569792099,9052014209,1RX5W904,2024030513:08:36,504,5056.8
4121086439432480,3622241652,M7S4G29V,2024030704:50:56,504,7782.11
213167517829180,9436694809,D7GXC5VP,2024031117:16:23,504,2846.91
4.44871805610574E+018,8488615028,2KYGPCEK,2024030214:54:32,504,3942.07
30528704642168,5037013764,MVYCRYYR,2024030710:35:04,504,1167.02
345204037960335,2757443889,3RYKCMS7,2024031304:05:25,504,2010.14
4653921484129,7907045610,I95AGPU5,2024030111:30:33,504,1362.2
374451759894135,4335096691,GB705OAZ,2024031216:04:04,504,360.03
4315725499957656,5201849603,881VUT1H,2024031322:56:27,504,4141.37
213135356817962,882677650,4NDEYHM8,2024031613:09:15,504,2394.17
36749184538346,7008131093,5EPISSXV,2024031918:53:06,504,8054.15
213188706425010,8517781581,NB909Q6K,2024031120:28:03,504,5435.12
4.43723468562786E+018,1587008996,QU9MW5OD,2024031603:38:37,504,480.72
4828617816705761,4465685846,YGGJQHJD,2024031522:24:08,504,608.95
3526706653610346,6813721117,15HSPO60,2024031120:59:15,504,2970.37
180058503596546,389838671,OSR7X59D,2024031612:22:15,504,1735.71
502052330359,6228363420,908DNOZV,2024031511:18:32,504,193.76
4.94700800113069E+018,1384318556,LBYJ79X6,2024031819:32:46,504,8843.92
2225571153405803,5301882142,IDRT4SE9,2024030817:08:13,504,8863.52
676232111358,4266302284,KIFBU8CN,2024030115:02:57,504,2456.67
213150549061139,9014067048,65PFHOGM,2024030413:20:15,504,5000.73
2720743431010719,9412821170,7JRCPCG4,2024030901:07:54,504,6385.49
3579997067250680,3945234757,MFMQ84Z5,2024031310:20:43,504,746.74
371019883207186,3280768566,CELL186N,2024031202:57:27,504,1089.96
4.33225800769832E+018,3124213168,NCL1GN37,2024031216:56:42,504,1009.4
30033113142009,1773406400,QOY7GMOC,2024031010:48:55,504,6214.47
180062839705938,2830247881,O8KLQO1B,2024031503:30:01,504,3399.62
3574153993169868,3234752585,JAJ3SHA1,2024030306:39:33,504,6172.17
676207298354,9085524501,V6LAWZ86,2024031600:22:14,504,6882.95
4.71397222255812E+018,6376405576,BITA12QR,2024031809:18:03,504,1845.22
3512742349932055,3961150111,C5SS95FB,2024031010:31:52,504,3946.25
38094197144347,5849421889,KPUX7SO9,2024030309:40:23,504,6735.57
4.36957125778894E+018,7259630427,7G0ARSI1,2024030819:03:33,504,3291.16
4207252895225712,2489679526,02258YQY,2024031101:24:56,504,6584.3
3538782411809336,4085496061,A7RQ0VD6,2024031923:11:13,504,3580.24
4.87358072478519E+018,3745711931,Q7LHB78M,2024030410:02:07,504,8050.64
6524314596481571,5074288533,RUXETCEA,2024030707:26:45,504,6225.07
180069831272684,4710137567,A87HJUPT,2024030221:58:52,504,1528.36
4.84699075275657E+018,4204389926,J26FJEG4,2024030704:21:11,504,468.1
567897643266,355829676,1JZTTO08,2024030322:07:01,504,2112.93
213135099994680,5324170377,8ZAPLP2E,2024031304:46:51,504,7249.97
30423967050400,2920187432,QLS7YI69,2024031818:41:38,504,8910.29
3577983222631925,107014655,RWFB42RI,2024030207:21:57,504,679.59
4744359597026320,6951849826,LN9O5Q78,2024031122:23:38,504,1705.81
3530545882980292,1678845577,2OEIVZGK,2024031215:47:04,504,1907
3594224362794663,6208340491,6JQGPGK4,2024030821:59:52,504,3842.57
3523147816601570,244074326,AQ5AXFSC,2024030101:20:49,504,7999.08
3509217774715437,6717712808,3B1UJQUA,2024030410:21:33,504,1455.17
676358326749,208405629,NMQHFY4O,2024031712:49:58,504,2507.47
3535337587716626,7665806575,BZ7ZAJYE,2024030902:18:51,504,2187.89
4836167770458825,7226973815,TXG9GGOR,2024030710:19:53,504,8164.23
30086484212173,5910204277,IXCQ0MV1,2024030816:56:51,504,5967.87
3526644531081085,7995612610,ZZZVJTIC,2024031523:56:58,504,8107.46
4.15869934112612E+018,166356465,IVT2WDOO,2024031502:52:11,504,3418.25
4189661651165858,7218666839,1D8YOT8L,2024030123:47:11,504,4641.65
4884518781292,1682509250,WZ71RVNE,2024031709:35:21,504,4916.04
213140198155274,9733722319,7GVEUAPJ,2024031210:10:16,504,2191.38
4786058848383,3234241005,X51KL1UU,2024031722:51:12,504,7475.73
213150734758200,8484371269,3ZELE164,2024030621:34:12,504,5764.11
6573546168503445,3077283712,01EHZ9DN,2024031306:56:35,504,2628.64
4.77190998535605E+018,903387552,909NSM83,2024031022:20:32,504,8748.31
3517564489391461,4158110572,JB5C1ODB,2024030117:35:21,504,1553.26
572355029792,2350384276,C7RXGMNC,2024030516:49:33,504,9617.05
3590808341462097,8939439830,REZV25L9,2024031310:15:06,504,8051.01
675931332414,1299935124,1V1QXEHY,2024030921:01:02,504,7451.17
6596526845008078,8276493839,GF0IPOWE,2024030211:05:44,504,8453.35
4814745597731056,5895247365,TVVZRVGY,2024031119:09:04,504,9336.54
4597840504873,8416940938,AZ5OPX16,2024030520:52:23,504,9528.63
180061571690290,3468368997,VHQ9TXOI,2024031523:00:39,504,2418.66
4.5397212663112E+018,5711120087,2KI7A2HX,2024031401:43:40,504,4593.72
6508918528981118,2593133005,NBDXI5AD,2024030612:06:38,504,2723.74
3589685036284546,3189670134,BASVKT4F,2024030315:00:33,504,7267.77
3580714082253426,2270441322,G7XEW1I7,2024031316:55:36,504,263.66
2268019219015420,5028824098,L74KRINB,2024031823:05:11,504,616.16
568122800267,7367130667,PVO29BGG,2024030218:31:18,504,4382.8
3583328249536206,4227185422,CJYARFHQ,2024030315:04:50,504,3170.31
503879169004,9325960274,K7QU5GIT,2024031413:53:17,504,5859.48
345404754675211,7076500417,G7V873IY,2024031516:44:20,504,1671.84
630447229398,9691709173,DHJN81V0,2024031622:05:50,504,4037.79
2252396348327159,5551027074,HHDWO6PS,2024030216:00:59,504,5120.96
4819175953370,7890188683,IKSYDLGB,2024031311:48:46,504,5226.16
4909029103156272,7245369041,7Q31BI35,2024031012:41:40,504,4213.78
4.51319236949362E+018,6198444698,HYCXX949,2024031006:30:15,504,4629.02
6011812193606235,8144391080,VCMC59EK,2024030520:31:06,504,6861.77
3544413822796845,7240476631,0ZJKFPEA,2024031710:38:46,504,4015.28
4.20562711300905E+018,2430925588,GSP1Y6IC,2024030923:06:04,504,5754.83
4404892735174033,3404169123,R96TVP84,2024031716:21:05,504,8983.25
4368506144711938,8385692720,8BCERZ8J,2024031614:38:41,504,7378.59
3565168289765170,6163827029,R6SPQFKP,2024031009:54:09,504,8378.8
213180668487740,9747480045,8FYLK051,2024031915:57:46,504,9172.38
4306865456533933,7048559324,E6VTHNC9,2024030916:26:00,504,925.2
213149540893284,260739903,4QPX2ZJ8,2024030503:49:39,504,9363.09
3598380362719500,1217497105,2UQBOJBG,2024030216:29:12,504,6120.61
36998268032649,3199933484,SM4OGOM4,2024030212:00:36,504,3386.63
503824367422,484009457,HG7H6EJR,2024030518:08:19,504,9563.45
676157590289,2560942258,MY52W1A9,2024030516:23:25,504,5304.53
4951746587871368,3656437933,TIIWVSTX,2024031316:12:27,504,5810.24
4.67778414536174E+018,6688775036,IOO7T8DP,2024031417:19:11,504,8275.65
4.66997722566275E+018,4020378215,LJY046OD,2024031919:39:17,504,5111.33
30511567958939,2788243978,UAIW0HJD,2024031713:47:15,504,4937.13
4.2438693047949E+018,3954977140,STDLYVAV,2024030516:27:48,504,4817.09
30430924085197,4547503629,LYDOC5XD,2024031322:57:54,504,2002.61
4242637922752,9409648115,XY5K4SO6,2024030610:54:12,504,6943.66
213188503529097,8796235328,G77EQMOG,2024030817:23:25,504,1019.45
2271945429680717,9717757657,O3V6JKO9,2024030322:14:33,504,3721.82
5402718313158511,5542698994,Z50INQ1E,2024030920:59:34,504,8749.65
565333873307,7238895817,FQ7Y06DU,2024030913:16:51,504,5751.29
4.45984216297108E+018,1770513593,P3H0ZP9W,2024031501:31:29,504,405.78
30317022062717,8204685105,71BVG6KU,2024031901:34:39,504,7144.06
4936162838004736,3991372256,CMFKV7JR,2024030301:54:41,504,1603.2
2262625067735400,7191534323,RESW753Y,2024030509:16:13,504,2151.01
4.57437607681534E+018,5928395520,D7114Y3P,2024030715:20:32,504,6619.27
4525675975686,5704010603,V0IDC5V0,2024031806:56:16,504,1345.81
36965723698884,3102962292,62BOHW8G,2024030101:48:34,504,3142.09
30107570674397,1086415854,RDRFX4GA,2024030218:34:30,504,2514.59
4532091372431799,8173635068,GU0QE7V8,2024032008:02:28,504,312.03
3574796320178158,5207472766,DBULUSRL,2024031106:55:21,504,6139.06
3528761342380395,2375110578,XZTNLEL9,2024031009:34:03,504,3950.32
30367061839749,5528225966,4VDHLG6G,2024030215:14:12,504,1291.25
30396954504409,7502809465,2CXW6V0R,2024031311:32:33,504,4625.79
30116961198809,1266423577,NB8ZBGE3,2024031004:53:38,504,6206.49
38321287937854,8266718678,YZTJMFXX,2024030512:57:18,504,6031.83
4684250138357492,1294210598,HNFZEBTP,2024030911:13:31,504,3944.45
3505004316463708,2119882906,QCNNGZM2,2024030319:58:38,504,1388.1
4907081755144,2048091968,2E61DYJH,2024030200:14:49,504,3124.76
180098345333757,2236380325,SFB5RHGU,2024031014:37:54,504,8428.54
4765324865030275,7993076833,JAD0FT6X,2024031022:56:20,504,2513.46
6011642082668800,2221432959,GHAFSR4I,2024031508:33:07,504,236.56
6011967206099255,4830601330,XNLRMCBB,2024031410:49:01,504,2271.21
4480510973001,5697083630,UXQ3EDSR,2024031322:51:30,504,7207.66
4616100914808304,8950524120,VD83M5L8,2024031406:05:36,504,3827.57
180084478440676,7944282526,N8QV8KA5,2024031116:25:42,504,3139.67
180041278025354,3767735418,KWSRX0B4,2024030513:08:45,504,8124.97
676201940704,9972381095,1RXGXPNJ,2024030518:33:38,504,5603.43
4495320193866056,4723005531,JQOXKCCX,2024031608:21:05,504,7878.95
30339518036427,6745541501,FMCXQCEJ,2024032007:56:35,504,8962.36
180096135665388,7916904810,EI40YVGB,2024031510:29:29,504,1675.35
4097724843143158,3365949831,BX88G266,2024030220:04:15,504,609.03
4605225347675,3531445701,PPTHLB0A,2024030918:40:41,504,4304.27
3506708324754549,3820792114,TU6TZOR2,2024031222:40:37,504,4515.81
4336419656396,1135032251,A0UBRCJH,2024030204:09:56,504,4420.84
343659908952939,3059762009,LJ3348GJ,2024030419:44:09,504,5726.77
4.85648844314382E+018,3611575175,J88VFWIH,2024031010:04:27,504,1510
180009893657158,7814143634,QQIMWADE,2024030300:41:42,504,8282.64
2532722241905522,9289336662,RHFHUZ7G,2024030212:06:42,504,8847.9
3580313432369154,8246236102,9PKUFP19,2024031920:01:15,504,43.02
6011026679476225,4413411382,LMYRSIAH,2024030516:34:00,504,6762.32
6505553017195566,5821027348,K38IRFUS,2024030320:03:59,504,1503.75
4995186194913,3424728532,R2M6ZY9Q,2024031101:35:47,504,8661.21
675925042706,6626256348,V9DXQSS7,2024032001:16:46,504,7812.44
345470108545723,4005058720,1SLYXRCK,2024030718:37:20,504,9206.81
4037542094577350,3393455754,UE730X75,2024031012:01:27,504,8288.7
6011225567488769,248627434,H3FA34D5,2024031603:34:05,504,1013.21
630491979427,8215440682,9HR796NT,2024031402:54:36,504,3263.53
6520283714083011,543712917,3L8SQWKN,2024030513:33:28,504,4441.24
4102523114720691,5727547479,ILERVSM1,2024031817:59:48,504,7954.58
213119845301457,1935417885,PU0DDJ33,2024030611:25:23,504,4387.99
4139816874392405,1117477438,O7XX1L0E,2024031003:22:12,504,173.11
676109629771,3090870009,F69FYFC8,2024031323:12:17,504,9847.46
4586294871525310,5504801783,W199SRGU,2024031215:28:30,504,4573.66
4682935879205692,2913817387,2EYTON0O,2024031104:18:59,504,9178.93
4600801031488,3458588801,TJ6SSHWY,2024031504:51:59,504,8477.15
30174006500927,8921566946,PFDKLAU6,2024031612:37:34,504,5711.62
180021089349813,8148836168,X0K7RG0N,2024031902:58:26,504,8278.29
4018424670931975,9861884681,MRIZVHWJ,2024030120:01:36,504,5774.01
30014350036989,3547490829,4R0Z4TXE,2024030702:43:26,504,6886.68
3589266029043056,1908857938,882VD63C,2024030323:26:13,504,6723.05
676144665186,3213409046,9D5C3T5B,2024031712:17:47,504,2622.16
371202403862421,6479299268,ORW8SBBH,2024031407:48:14,504,406.37
3557004175012502,7472353100,JSJ1HGNR,2024032011:23:03,504,3035.52
3507510856028014,1413625128,QXJB0E9L,2024031918:27:10,504,3637.7
3526615149852182,7815476066,Y58X1CV4,2024031804:51:16,504,5255.36
4902987060566,8635208888,LPOBIAWX,2024031122:05:01,504,9692.84
4.692981766352E+018,6020177533,FHX8RGNG,2024031006:00:50,504,8198.63
372452388941232,247327724,4CL3ZY40,2024030302:22:32,504,9019.66
5284258425416328,6144476441,1FC7UJNQ,2024031616:04:47,504,6748.18
3509108951943068,390914252,C6DASW6F,2024031105:47:45,504,7662.68
4556149069343,406694263,9UGYHIBL,2024031720:38:30,504,3101.76
676237259392,7910593579,42G0IG90,2024030305:00:04,504,2761.26
180034016559784,9241347965,7HC5MRBK,2024031407:23:08,504,6974.52
4575206442627436,7310506016,4S99KIKH,2024031216:46:44,504,2129.45
4311732568021822,5381252473,AQKNWONR,2024030507:13:20,504,3422.83
4671190705198793,3715145838,DVST5MTN,2024030609:44:09,504,8707.53
4090543032671713,5547985309,P93BCZIT,2024030501:39:40,504,1330.91
4232846968217,3899619757,EUK9KWRZ,2024030710:56:16,504,7412.38
377333906957261,1745669110,DOMCVHNO,2024030104:37:45,504,7593.66
4.23388816298597E+018,8753225082,Y3NDOHHR,2024031810:41:56,504,5812.19
213135102550719,3596823660,PIPWSWV7,2024030101:29:02,504,8939.75
213114157857949,7849740209,QF5V2O6K,2024030823:23:25,504,8808.19
4532856830272252,5486157356,UX6LNNJG,2024031207:24:33,504,3550.12
3592224696889983,684050427,IE8DNK95,2024030906:55:55,504,2796.95
4822686462055,9100044166,M1C80MF2,2024030401:22:40,504,1029.73
3590822068947701,2365361736,QXALBH8K,2024031415:29:16,504,2564.57
2279990473885459,6180087676,C5HUKZAJ,2024030419:02:16,504,5108.26
3507607078915414,289409719,XNQAXKJ4,2024031921:21:41,504,3156.11
4380844514878803,9184368211,AHZ9HAHD,2024031616:04:01,504,6131.41
30130447903906,5865350917,TC9ZMOPD,2024032009:52:12,504,6334.7
6586723744250842,193738052,ZVQ6LO1W,2024031415:59:15,504,8823.98
4331315648685752,7965742777,Z5M5Q328,2024030906:46:13,504,4836.8
378183867618983,7824217728,PQJ1QSWO,2024030713:03:59,504,3419.35
30136078843949,3062259465,EN501FY9,2024031314:57:55,504,7036.84
4867942247239673,264586473,V1M2YOBR,2024030307:38:34,504,200.01
3561984284874914,7224186321,ABEA8KHE,2024031004:27:07,504,6782.64
570416809087,7585647508,YKUGLIE8,2024031800:34:10,504,511.61
4010413337119,1555364863,LBZEJNNM,2024031711:41:41,504,3245.26
30532664242571,2093738357,CSH0GGY2,2024031713:18:15,504,5035.92
3533708443575681,4671306480,3VACWZPN,2024031003:13:37,504,7446.36
180069824974411,7721570141,DKK6GRXT,2024031208:32:05,504,3797.6
347223424199925,274774981,P4LPIDVS,2024030906:54:46,504,5179.94
3568029506436648,8077604998,O3D9JX15,2024031906:01:34,504,2470.22
2706069884053529,2789719485,LU0C2OXH,2024031120:33:59,504,9011.29
639072712503,1057269307,SHT0ULN2,2024030219:15:37,504,7412.2
4.36077925792841E+018,5491499355,EA1FAQXR,2024031421:58:10,504,8541.55
30385750686999,3725208803,FDVQ0BMM,2024031713:22:41,504,1949.06
348675152188066,4963215489,R5VAPKY8,2024030205:27:18,504,9762.74
30238650096274,5916066950,W6HQZ1PC,2024031113:46:10,504,9572.97
180004840278596,368911292,8HW6XZWM,2024030103:24:41,504,8187.32
348471761817802,9538971958,EB7OJJAN,2024031111:15:48,504,2607.97
3506191580536605,5110700530,KNMNUSNS,2024031306:16:24,504,4988.61
3540379229745749,7738158803,VJ8Q35KZ,2024031916:28:51,504,7329.22
180021656098751,6480956508,RZTYNTDQ,2024031621:00:39,504,6407.35
4323804054494,6668126851,B3W8MKRC,2024031411:44:54,504,9235.53
3565758118354731,2860048772,5UM2P6E1,2024030211:06:41,504,9623.04
30494677703869,3896185732,24BTGM6Q,2024030319:37:52,504,2211.68
2415757536111651,3436895076,8NSBNIGT,2024030213:22:41,504,4886.71
4.58544059502551E+018,5461332802,8NUHMRKD,2024031910:22:17,504,6857.6
4316998937256754,8786622652,SA4XJC2G,2024031710:16:54,504,614.45
676256211373,5682587393,3QEMPNU8,2024031221:26:24,504,2870.55
349949397767151,508706526,O5NHBAQ0,2024030701:44:13,504,5204.13
6011259432953897,6482519247,BFSSKM3Q,2024031608:03:44,504,8791.84
4.24948582219844E+018,8470911133,X48FT89W,2024030218:20:24,504,1819.15
675924560112,181060769,5B4S65QA,2024031021:02:44,504,3794.32
4479261361929,6770728,266SMRKL,2024030309:44:04,504,3906.12
2256308765717669,7941375074,YE03T542,2024030505:02:22,504,3473.49
180004468382589,295756806,BZ81CK2R,2024030508:22:28,504,7675.04
376133641926592,5944918269,V3CRHLGJ,2024031020:01:15,504,1333.03
676243767438,7909578692,OPIP088O,2024031409:42:48,504,4328.42
6011777196880568,5774990665,XBYU7QC5,2024031115:41:21,504,6789.61
349233545771401,4450422072,W0FJ5IHB,2024031606:34:41,504,57.64
30409732586216,912965097,BLV5KBJG,2024031405:56:14,504,729.69
4868500487669451,2836119900,ERTNNHV1,2024031118:01:32,504,517.07
4760904081444668,5668220653,SC68T2KS,2024030600:59:55,504,34.58
6521208777078417,7088028335,WWZARXB4,2024032011:18:33,504,5499.37
374829039783469,2535584314,LAUFZJ3I,2024031810:58:02,504,2041.45
3562434855501438,6160398624,9YT6H5OC,2024030404:05:29,504,1199.88
6551590950140038,2180475451,23LZ9TGN,2024031300:45:03,504,2113.62
4888304259797848,1983734885,0IBC6HWI,2024031512:17:07,504,6284.04
4.36045495375822E+018,3794305927,5CUWRL2A,2024030709:04:38,504,8012.84
2284309810036143,4838551459,E76N1M45,2024031212:12:55,504,4622.09
4251386028662394,1331886527,ILJXV8PP,2024031613:59:21,504,4247.09
4678851502657,903364719,406LAOA3,2024031019:22:33,504,2269.87
4479338405751205,4572094421,AUW2NIC9,2024031612:56:00,504,207
6567948249315021,6317904856,QHBOCC5V,2024032005:40:38,504,9595.26
3544187924128160,5858229376,B08BVIRN,2024031506:32:05,504,1091.97
4465981092898924,154102471,8M6P6GOR,2024031110:32:08,504,557.62
4.6972310519144E+018,3315569385,A6NOASMX,2024030105:07:38,504,8769.12
3572008069786130,4384470850,I1DQOJSP,2024031620:43:24,504,9496.21
36777480262782,2687895852,NBKU90FX,2024031023:30:58,504,8078.88
180085407459935,9585666210,IJ5WU6D9,2024030810:23:22,504,5396.85
30326349245210,702733075,WB99RG4G,2024030620:58:32,504,4738.22
4481754883382949,4239034345,WDQYLP5O,2024030822:49:44,504,982.75
343172113176468,6857229369,AR35YKU4,2024030721:42:01,504,685.29
4171715544503,4519790056,36QWZ3RE,2024030918:40:08,504,4910.67
4.82534355579962E+018,5558924564,MR656RKN,2024031312:22:13,504,764.74
4014523991088,8258658252,FEG74X7O,2024031400:05:20,504,9176.42
4.20423366562888E+018,6160501785,4MTNKZXK,2024030604:13:57,504,8425.72
213169005414947,1686872743,EI4ZI54R,2024031200:43:02,504,1327.95
2273047965531707,2035740341,CAXWBLLA,2024030419:14:59,504,1924.68
343404559837331,4403379345,12GVH02M,2024030123:15:12,504,7933.39
4510515870636,8361555418,TYAJA0AR,2024030617:41:38,504,3253.7
6011177271202764,635135688,RAGV82JI,2024030805:59:32,504,4589.88
180077437126253,6435149900,511FV6SX,2024031010:48:09,504,7148.17
3570009384388323,4518929970,QWP4PB6U,2024031421:42:40,504,9981.23
374548697906879,38398817,5J7VU2EF,2024031820:16:28,504,832.01
3510232383833973,4411095610,X1P86RWA,2024030402:22:45,504,7970.22
4128331733753667,5525052780,QSK0CIQC,2024030818:20:36,504,7581.53
4.13090246725163E+018,5467982656,RNYH638A,2024031323:09:23,504,6227.8
6517169125721734,8285418657,3KOJ8RNN,2024030807:37:43,504,5509.16
3534277260768893,5661913973,X5VZFSHR,2024030719:58:29,504,2110.52
3568290907586452,1397905979,NBAOP9CD,2024031601:02:19,504,5224.36
378228660913063,8418338628,VOVS5FM1,2024030313:44:12,504,2547.79
4.94669255018315E+018,6323735601,6YQLGDNI,2024030412:28:22,504,6294.05
344824998438541,9813935801,SHFILL6K,2024031902:11:16,504,1373.82
3540050399311386,1089522200,FUOVK4YD,2024031510:00:13,504,3169.94
213134812073971,8783739515,SWLSFDH7,2024030900:00:02,504,7148.84
4564870931137,9584179807,MEFX9QCN,2024031715:46:14,504,9500.08
4136964837809,3797624664,NUVO5CAV,2024030610:37:54,504,2779.82
4.73276387937052E+018,8234387199,A13IFBSE,2024031520:39:46,504,6786.92
6011561302298216,3849231683,9ZZ2531R,2024030912:53:37,504,3283.68
2249213973284561,6328776280,9CK2BSXQ,2024030201:31:34,504,4366.66
4.33549863658988E+018,7263195800,P91JTVFZ,2024031016:04:29,504,2259.88
180036850593035,9797663809,GJ0RLQ8B,2024031600:29:51,504,5457.86
30540380066935,8030517617,V64FS6S5,2024031017:02:34,504,8756.99
675988932454,5837496904,U5XFIX34,2024031206:31:28,504,5660.01
348456967490827,204027582,OEJD7JPK,2024030517:52:53,504,1921.77
3599227245219886,7932761830,JNC7WUC5,2024031600:34:17,504,1868.85
213142116030241,8784849702,UITPK3P2,2024031705:02:57,504,8642.57
4.97589326561759E+018,7353685719,I57WDSLK,2024030619:09:06,504,6133.85
4.14204277059569E+018,1300784999,RN6WJA6Z,2024030605:55:32,504,1822.96
30181276316017,9659176157,OH68VBTS,2024031321:48:33,504,7784.4
6011612347750446,7511331402,M15O6UIN,2024031119:34:23,504,8453.69
6011218401442415,8937136933,K3GKSLHD,2024030205:52:38,504,6846.92
30032933748110,4318029852,TZX98F7F,2024030909:45:27,504,6226.72
180060841024348,900241344,GNUI6IN6,2024031007:43:15,504,5590.32
213102563832226,3324274634,TEW3IPYH,2024030119:55:35,504,3070.73
3552065808964059,8709918797,XM87IZ8I,2024031714:30:02,504,5843.68
4012998445879,9506938179,ZFRE07ZZ,2024031009:13:31,504,2948.21
340657800932325,8041037056,1O5A2HUM,2024030408:16:40,504,6832.07
6011428934250454,9604068877,XPHEPZRA,2024031419:39:02,504,1765.84
3528723605771892,6670826308,M5PQ9ROA,2024030904:55:02,504,3723
2365613735379476,2743928288,VYQFDLTV,2024031408:32:26,504,6933.4
675912710224,6133461823,ZTG72J7X,2024030206:16:34,504,4605.63
4642458790030098,7218372394,1SC20GJE,2024030218:19:47,504,3918.61
3582967205382831,8053035976,JRCM75HB,2024030819:15:27,504,1797.67
4937352032402567,3723981692,1O5VJACE,2024030122:03:56,504,4373.87
30099725695817,8634668883,NZRBSH57,2024031209:55:12,504,7304.01
4.03033340676897E+018,3212506264,OV6EOUXA,2024031918:03:40,504,1148.38
4566133358321583,3278972670,PIDK2W1N,2024031907:49:47,504,1193.59
3510666830886458,4808626771,6ZVVIYIC,2024030618:45:24,504,8023.61
4.61596613246503E+018,7576829663,XIC1LO6A,2024030301:52:09,504,1117.54
3532289661297762,4171345338,PTNVORYC,2024030423:23:15,504,8188.04
2289746558478026,6848889714,R7N6THX5,2024030219:59:30,504,5428.3
30071714010142,7902609741,6ID6C13X,2024031204:18:01,504,6169.13
4.57704000720894E+018,3309949014,LCIZUB4N,2024030721:53:32,504,2827.93
36045576695111,8722436465,O1U45642,2024030600:39:36,504,414.12
213156457084971,1293703056,A9HMF4VA,2024031300:43:46,504,8842.19
4535680991596623,9109839884,81Y3K3VZ,2024030718:01:17,504,4721.12
180014047823136,3170423799,RHFAUB87,2024031309:04:12,504,2053.28
4172945459595,8395795943,Y3Z6KUXF,2024031702:47:40,504,6096.85
4728014533768200,1103402939,5JVSA8FG,2024030706:18:19,504,4940.33
377991934177283,6581981751,F2H7BO4M,2024031206:08:49,504,4023.14
376822430952187,9019106030,SI1TNU3C,2024031718:46:09,504,900.33
4652347049375,6980703266,ZASORV2S,2024031523:55:23,504,2701.38
3544282351453841,4558316180,E21QB90Q,2024030420:05:28,504,70.46
570669616999,1211196046,NKUJTRRZ,2024030418:21:51,504,8073.14
213190525296010,3955756281,REACJH4C,2024031515:51:17,504,9255.25
3595911187454080,2598847310,5FE9LECD,2024031611:21:29,504,6031.44
4.45138863335169E+018,5658374323,NC5OLJWG,2024030713:54:32,504,5226.41
2261525758385211,3997285135,JXRPZCIV,2024031210:11:30,504,2701.11
4278970677578081,2858401596,VOEV0IJV,2024031305:02:07,504,1178.28
378965182061869,4974369829,9ZV2MMXJ,2024031306:00:34,504,1469.81
4222438198543809,5737228917,GY4IWJEL,2024031104:39:30,504,7612.63
4870956633400,2891256521,TYRURNG0,2024031420:26:37,504,8634.66
3585518140841980,6783028561,CAUR2SXQ,2024030803:20:17,504,6025.7
3590511659606954,6269221390,CLH4MI3U,2024031908:59:29,504,3508.43
676328454522,2455882729,PPK3LJ69,2024031818:49:28,504,8715.17
6522681232319221,6791398832,3QM4BDA5,2024030107:33:02,504,9881.85
6571464950676670,4984763993,SOJ1CRAF,2024030917:51:07,504,7144.86
30256723914513,8305972494,2PVP08ML,2024030807:34:16,504,3236.08
2233576854658451,5545005793,T3WF0Z0N,2024030403:31:31,504,9577.56
3561010310291020,3809886784,M81OFIZE,2024031512:46:37,504,3206.05
349011642254210,3658690661,2JKDGEP1,2024031721:52:16,504,4949.29
213151421358957,4755595632,T579PGKS,2024030208:01:29,504,6141.58
377072927516785,9996058225,CA7KYUKB,2024031701:56:23,504,6553.91
3549383512483431,7322067502,Y8YNRZ1Q,2024031413:14:34,504,1015.36
374153807445304,8932557374,XQUKIQ91,2024031419:58:11,504,7864.64
676146613309,7079422689,O4Q2L9J3,2024030708:58:44,504,2768.19
